age,sleep_cycle,exercise_habits,climate_zone,historical_cuisine_exposure,preferred_taste
57,Early Bird,Heavy,Temperate,Asian,Sour
66,Night Owl,Light,Cold,Asian,Sweet
52,Irregular,Moderate,Tropical,Asian,Sweet
34,Irregular,Light,Tropical,Mixed,Sweet
58,Night Owl,Light,,Asian,Spicy
19,Early Bird,Light,Dry,Mixed,Sweet
30,Irregular,Moderate,Temperate,Asian,Sweet
69,Early Bird,Light,Dry,Mixed,Sour
,Early Bird,Light,Dry,Asian,Sweet
69,,Heavy,Dry,Mixed,Salty
,Night Owl,Light,Dry,Mixed,Sweet
60,Early Bird,Heavy,Tropical,Mixed,Sour
43,Night Owl,Light,Temperate,Asian,Sweet
39,Irregular,Heavy,Temperate,Mediterranean,Salty
64,Early Bird,Moderate,Dry,Mixed,Salty
60,Night Owl,Moderate,Temperate,Mixed,Sour
,,Light,Cold,Mixed,Sweet
52,Early Bird,Heavy,,Mixed,Sour
29,Night Owl,Moderate,Temperate,Mixed,Sweet
41,Night Owl,Light,Tropical,Mediterranean,Sweet
22,Irregular,Light,Cold,Asian,Sweet
37,Irregular,Heavy,Tropical,Mediterranean,Sour
56,Night Owl,Heavy,Cold,Asian,Sweet
56,Night Owl,Light,Dry,Mediterranean,Sweet
30,Early Bird,Heavy,Temperate,Asian,Sweet
58,Irregular,Heavy,Dry,Mixed,Salty
62,,Moderate,Temperate,Asian,Sour
29,Night Owl,Heavy,Dry,Asian,Sweet
30,Early Bird,Light,Cold,Mixed,Sweet
27,Night Owl,Heavy,Temperate,Mixed,Sweet
50,Irregular,Light,Dry,Asian,Sweet
57,Irregular,Light,Tropical,Asian,Sweet
,Night Owl,Heavy,Tropical,Mixed,Sweet
62,Irregular,Heavy,Dry,Mediterranean,Salty
52,Night Owl,Heavy,Cold,Mixed,Sour
20,Early Bird,Moderate,Dry,Asian,Sweet
22,Night Owl,Moderate,Tropical,Asian,Spicy
43,Early Bird,,Temperate,Asian,Sour
28,Night Owl,,Temperate,Mixed,Sweet
24,Irregular,Heavy,Dry,,Sour
27,Night Owl,Moderate,Temperate,Mediterranean,Sweet
59,Night Owl,Moderate,Tropical,Asian,Sweet
69,Night Owl,Heavy,Temperate,Asian,Sweet
,Irregular,Light,Dry,,Sour
20,Night Owl,Light,Dry,Asian,Spicy
25,Irregular,Moderate,Dry,Mediterranean,Sour
48,Night Owl,Moderate,Tropical,Mixed,Sweet
28,Early Bird,Moderate,Cold,Asian,Sweet
62,Night Owl,Light,Temperate,Mixed,Sweet
24,Early Bird,Moderate,Dry,Mixed,Sour
62,Irregular,Moderate,Cold,Mediterranean,Salty
19,Irregular,Light,Dry,Mixed,Sweet
23,Night Owl,Moderate,,Asian,Sweet
58,Irregular,Moderate,Tropical,Mediterranean,Sour
49,Night Owl,Heavy,Tropical,Mixed,Sweet
,Irregular,Moderate,Cold,Asian,Sour
51,Early Bird,Heavy,Dry,Mixed,Salty
67,Irregular,Moderate,Temperate,Mixed,Salty
,Early Bird,Moderate,Temperate,Mediterranean,Salty
42,Night Owl,Heavy,Temperate,Mediterranean,Sour
29,Night Owl,Moderate,Cold,Mediterranean,Sweet
24,Night Owl,Heavy,Tropical,Mediterranean,Sweet
56,Early Bird,,Cold,Asian,Sour
34,Night Owl,Heavy,Tropical,Mixed,Sweet
62,Night Owl,Heavy,Temperate,Mediterranean,Sour
28,Early Bird,Moderate,Temperate,Asian,Sweet
,Irregular,Moderate,Tropical,Mediterranean,Sweet
,,Heavy,Temperate,Mixed,Sour
44,Irregular,Light,Cold,Mediterranean,Sour
63,,Moderate,Tropical,Mixed,Sour
,Night Owl,Moderate,Temperate,Mixed,Sweet
55,Night Owl,Light,,Asian,Sweet
,,Light,Temperate,,Sweet
39,Early Bird,,Dry,Mediterranean,Salty
,Night Owl,Moderate,Temperate,Mixed,Sour
42,Irregular,Heavy,Dry,Mediterranean,Salty
32,Early Bird,Moderate,Temperate,Mixed,Salty
66,Early Bird,Light,Dry,Asian,Sweet
,Night Owl,Heavy,Tropical,Mediterranean,Sweet
25,Night Owl,,Tropical,Mixed,Sweet
,Night Owl,,Dry,Mediterranean,Sour
66,Night Owl,Light,Temperate,Mediterranean,Sweet
69,Early Bird,Light,Cold,Asian,Sweet
50,Early Bird,Moderate,Cold,Mixed,Salty
39,Early Bird,Light,Cold,Asian,Sweet
67,Irregular,Light,Cold,Asian,Sweet
64,Early Bird,Heavy,Dry,Asian,Sour
22,Early Bird,Moderate,Tropical,Mixed,Sweet
56,Night Owl,Heavy,Tropical,Mixed,Sweet
35,Early Bird,Light,Cold,,Sour
,Early Bird,Moderate,Tropical,Mixed,Sour
54,Early Bird,Light,Dry,Asian,Sweet
47,,Light,Cold,Mixed,Sweet
68,Early Bird,Moderate,Dry,Mediterranean,Salty
48,Early Bird,Light,Dry,Asian,Sweet
27,Irregular,Heavy,Temperate,Mediterranean,Sour
32,Irregular,Moderate,Dry,Mixed,Salty
59,Irregular,Light,Temperate,Mediterranean,Sour
65,Irregular,Light,Cold,Mediterranean,Sour
61,Night Owl,Light,Dry,Mixed,Sweet
35,Irregular,Moderate,Tropical,Mediterranean,Sour
40,Early Bird,Heavy,Cold,Mixed,Salty
50,Irregular,,Dry,Asian,Sweet
33,Night Owl,Light,Dry,Mediterranean,Sweet
55,Irregular,Light,Tropical,Asian,Sweet
,Irregular,Moderate,Temperate,Mixed,Salty
51,Night Owl,Light,Dry,Mixed,Sweet
45,Night Owl,,Dry,Mediterranean,Sweet
19,,Light,Tropical,Mediterranean,Spicy
47,Night Owl,Moderate,Cold,Mixed,Sour
30,Night Owl,Heavy,Dry,Mixed,Sweet
58,Night Owl,Moderate,Temperate,Asian,Sweet
33,Early Bird,Heavy,Temperate,Asian,Sour
22,Irregular,,Tropical,Mediterranean,Sweet
45,Irregular,Moderate,Temperate,Mediterranean,Salty
56,Night Owl,Light,Dry,Mediterranean,Sweet
62,Night Owl,Heavy,Temperate,Mediterranean,Sour
37,Early Bird,Light,Dry,Mediterranean,Sour
41,Early Bird,Heavy,Tropical,Mediterranean,Sour
44,Night Owl,Light,Temperate,Mediterranean,Sweet
47,Early Bird,Light,Dry,Mediterranean,Sour
,,Moderate,Cold,Asian,Sour
44,Night Owl,Light,Dry,Mixed,Sweet
43,Night Owl,Heavy,Dry,Mixed,Sour
24,Night Owl,Light,Tropical,Mediterranean,Spicy
59,Night Owl,Light,Dry,Mixed,Sweet
64,Irregular,Light,Tropical,Mediterranean,Sweet
55,Irregular,Heavy,Dry,Asian,Sour
22,Night Owl,Heavy,Dry,Mediterranean,Sweet
40,,Heavy,Dry,Asian,Sour
,Night Owl,,Tropical,Asian,Spicy
51,Irregular,Moderate,Dry,Asian,Sour
32,Early Bird,Heavy,Tropical,Mediterranean,Sour
49,Irregular,Light,Cold,Asian,Sweet
43,Night Owl,Heavy,Tropical,Mediterranean,Sweet
,Irregular,Moderate,Cold,Asian,Sour
,Irregular,Light,Tropical,Asian,Sweet
36,Irregular,Heavy,Tropical,Mixed,Sour
26,Early Bird,Heavy,Dry,,Sour
46,Irregular,Moderate,Temperate,Mixed,Salty
68,Early Bird,Heavy,Temperate,Asian,Sour
56,Night Owl,Light,Dry,Mixed,Sweet
21,Night Owl,Light,,Asian,Spicy
20,,Moderate,Dry,Mixed,Sour
46,Early Bird,Moderate,Temperate,Mixed,Salty
69,Night Owl,Moderate,Tropical,,Sweet
28,Early Bird,Light,,Mediterranean,Sweet
50,Early Bird,Moderate,Cold,Mixed,Salty
55,Irregular,Heavy,Dry,Mixed,Salty
28,Irregular,Heavy,Temperate,,Sour
,Early Bird,Light,Tropical,Asian,Sweet
50,Early Bird,Heavy,Temperate,Asian,Sour
38,Irregular,Moderate,Temperate,Asian,Sour
56,Early Bird,Heavy,Temperate,Asian,Sour
48,Irregular,Moderate,Temperate,Mixed,Salty
55,Early Bird,Heavy,Tropical,Asian,Sweet
63,Irregular,Light,Temperate,Mixed,Sour
,Early Bird,Moderate,Cold,Mixed,Sour
44,Irregular,Heavy,Cold,Asian,Sour
53,Early Bird,Light,Temperate,Asian,Sweet
28,,,Cold,Asian,Sweet
64,Night Owl,Light,Temperate,Mediterranean,Sweet
35,Early Bird,,Tropical,Mixed,Sour
18,Night Owl,Moderate,Tropical,Asian,Spicy
52,Early Bird,Moderate,,Mediterranean,Salty
52,Early Bird,Moderate,Cold,Mixed,Salty
48,Night Owl,Moderate,Temperate,Mixed,Sour
45,Early Bird,Moderate,Dry,Mixed,Salty
56,Irregular,Heavy,Temperate,Asian,Sour
18,Early Bird,Heavy,Temperate,Asian,Sweet
42,Early Bird,Heavy,Tropical,Mixed,Sour
60,Night Owl,Heavy,Dry,Mixed,Sour
55,Irregular,,Dry,Mediterranean,Salty
37,Early Bird,Light,Temperate,Mediterranean,Sour
,Early Bird,Moderate,,Mixed,Sweet
68,Early Bird,Heavy,Cold,Mediterranean,Salty
,Early Bird,Moderate,Tropical,,Sweet
35,Early Bird,Moderate,Cold,Mediterranean,Salty
61,,Moderate,Tropical,,Sour
27,Irregular,Light,Dry,Asian,Sweet
22,Irregular,Moderate,Tropical,Mixed,Sweet
26,Early Bird,Moderate,Temperate,Asian,Sweet
19,Early Bird,Light,Cold,Mixed,Sweet
51,Night Owl,Moderate,Tropical,Asian,Sweet
55,Irregular,Moderate,Tropical,,Sour
48,,Moderate,Cold,Asian,Sour
27,Early Bird,Moderate,Tropical,Mediterranean,Sweet
67,Irregular,Moderate,Cold,Mixed,Salty
29,Irregular,Heavy,Dry,Mediterranean,Sour
53,Night Owl,Moderate,Cold,Mediterranean,Sour
38,Night Owl,Light,Cold,Mediterranean,Sweet
66,Irregular,Moderate,Dry,Mixed,Salty
64,Irregular,Heavy,,,Sweet
23,Irregular,Light,Tropical,Mediterranean,Sweet
65,Early Bird,Light,Dry,Mixed,Sour
66,Night Owl,Moderate,Temperate,Mediterranean,Sour
20,Early Bird,Heavy,Cold,Asian,Sweet
27,Night Owl,Moderate,Tropical,Mediterranean,Sweet
22,Night Owl,Heavy,Tropical,Mediterranean,Sweet
63,Night Owl,Heavy,Cold,Mediterranean,Sour
43,Irregular,Moderate,Cold,,Sour
38,Night Owl,Heavy,Cold,Asian,Sweet
62,Early Bird,Moderate,Temperate,Mixed,Salty
43,Night Owl,Heavy,Dry,Mediterranean,Sour
55,Early Bird,Light,Temperate,Mediterranean,Sour
61,Night Owl,Moderate,Temperate,,Sour
43,Night Owl,,Cold,Mediterranean,Sour
25,Irregular,Light,Dry,Asian,Sweet
,Early Bird,Light,Tropical,Asian,Spicy
32,Night Owl,Light,Cold,Mediterranean,Sweet
33,Night Owl,Light,Dry,,Sweet
18,Early Bird,Moderate,Tropical,Mediterranean,Sweet
33,Night Owl,Heavy,Temperate,Mediterranean,Sour
54,Irregular,Light,Dry,,Sour
20,Early Bird,Heavy,Temperate,Mixed,Sour
69,Irregular,Heavy,Temperate,Mediterranean,Salty
64,Early Bird,,Dry,Mediterranean,Salty
48,Early Bird,Moderate,Tropical,Mediterranean,Sour
30,Early Bird,Moderate,Dry,Mixed,Sour
,Night Owl,Light,Tropical,Asian,Spicy
60,Early Bird,Heavy,Cold,Mixed,Salty
38,Early Bird,Moderate,,Mixed,Salty
19,Early Bird,Moderate,Cold,Mediterranean,Sour
44,Irregular,Moderate,Temperate,Mediterranean,Salty
55,Early Bird,Light,Cold,Asian,Sweet
43,Night Owl,Moderate,Temperate,Mediterranean,Sour
55,Early Bird,Heavy,Tropical,Mediterranean,Sour
,Early Bird,Moderate,,Asian,Sour
42,Irregular,Moderate,Dry,Mediterranean,Salty
28,Night Owl,Light,Temperate,,Sweet
25,Night Owl,Heavy,Temperate,Mediterranean,Sweet
25,Night Owl,,,Mixed,Sweet
50,Early Bird,Heavy,Tropical,Mediterranean,Sour
24,Early Bird,Heavy,Tropical,Mixed,Sweet
55,Night Owl,Moderate,Cold,Mediterranean,Sour
38,Night Owl,Light,Cold,Mediterranean,Sweet
25,,Heavy,Dry,Mixed,Sour
68,Night Owl,Moderate,Cold,Mixed,Sour
38,Early Bird,Heavy,Tropical,Mediterranean,Sour
37,Early Bird,Heavy,Tropical,Asian,Sweet
25,Early Bird,,Tropical,Mediterranean,Sweet
63,Irregular,Moderate,Tropical,Mixed,Sour
48,,Heavy,Dry,Mediterranean,Sour
67,Early Bird,Heavy,Dry,Mediterranean,Salty
46,Irregular,Light,Tropical,Mixed,Sweet
65,Irregular,Moderate,Temperate,Asian,Sour
26,Early Bird,Moderate,Cold,Asian,Sweet
32,Irregular,Heavy,Dry,Mixed,Salty
47,Irregular,Light,Temperate,Mixed,Sour
43,Early Bird,Heavy,Cold,Mediterranean,Salty
27,,Heavy,Temperate,Mixed,Sour
46,Early Bird,Moderate,Tropical,Mixed,Sour
33,,Light,Cold,Mediterranean,Sour
53,Irregular,Heavy,Temperate,Mediterranean,Salty
37,Early Bird,Moderate,Dry,Mediterranean,Salty
,Early Bird,Heavy,Dry,Asian,Sour
54,Night Owl,Heavy,Dry,Asian,Sweet
39,Early Bird,,Cold,Mixed,Sour
24,Night Owl,Light,Tropical,Mediterranean,Spicy
40,Night Owl,Light,Tropical,Mixed,Sweet
58,Night Owl,Heavy,Cold,Mixed,Sour
57,Night Owl,Light,Cold,Asian,Sweet
46,Irregular,Moderate,Tropical,Asian,Sweet
33,,Heavy,Dry,Mixed,Salty
55,Early Bird,Light,Tropical,Mediterranean,Sweet
45,Early Bird,Heavy,Tropical,Asian,Sweet
65,Early Bird,Heavy,Temperate,Asian,Sour
55,Irregular,Moderate,Dry,Asian,Sour
48,Night Owl,Moderate,Cold,Mixed,Sour
31,Irregular,Moderate,Tropical,Asian,Sweet
50,Irregular,Heavy,Dry,Mediterranean,Salty
26,Early Bird,Heavy,Cold,,Sweet
44,Early Bird,Moderate,Temperate,Mixed,Salty
41,Early Bird,,Temperate,Mixed,Salty
30,Night Owl,Moderate,Dry,Mixed,Sweet
43,Night Owl,Moderate,Tropical,Mixed,Sweet
46,Irregular,Light,,Mediterranean,Sour
68,Night Owl,Moderate,Dry,Mixed,Sour
66,Early Bird,Light,Temperate,Asian,Sweet
60,Night Owl,Moderate,Cold,Mediterranean,Sour
45,Night Owl,Heavy,,Mixed,Sour
45,Night Owl,Light,Tropical,Mixed,Sweet
25,Night Owl,Heavy,Temperate,Mediterranean,Sweet
40,Early Bird,Heavy,Temperate,Asian,Sour
46,Early Bird,,Temperate,Mediterranean,Salty
22,Irregular,Moderate,Cold,Asian,Sweet
59,Irregular,Heavy,,Asian,Sour
24,Irregular,Moderate,Dry,Mixed,Sour
,Night Owl,Moderate,Temperate,Mediterranean,Sour
,Night Owl,Moderate,Cold,Mediterranean,Sour
58,Early Bird,Heavy,Temperate,Mixed,Salty
44,Irregular,Light,Temperate,Mixed,Sour
63,Early Bird,Light,Cold,Asian,Sweet
19,Irregular,Heavy,Temperate,Mixed,Sour
42,Irregular,Moderate,Tropical,Mediterranean,Sour
26,Irregular,Moderate,Cold,Mixed,Sour
44,Night Owl,Light,Temperate,Mixed,Sweet
18,Irregular,Heavy,Tropical,Mixed,Sweet
40,Irregular,,Dry,Mixed,Salty
27,,Moderate,Cold,,Sweet
59,Irregular,Moderate,Temperate,Asian,Sour
69,Night Owl,Moderate,Cold,Mixed,Sour
42,Night Owl,Heavy,Tropical,Mixed,Sweet
20,Early Bird,Light,Cold,Mediterranean,Sweet
23,Night Owl,,,Mixed,Sweet
23,Night Owl,Heavy,Temperate,Mediterranean,Sweet
19,Night Owl,Heavy,Dry,Mediterranean,Sweet
35,Irregular,Light,Tropical,Mediterranean,Sweet
40,Early Bird,Moderate,Cold,Mediterranean,Salty
19,,Moderate,Temperate,Asian,Sweet
29,,Heavy,Temperate,Asian,Sweet
39,Night Owl,Heavy,Tropical,Mediterranean,Sweet
54,Early Bird,Light,Tropical,Asian,Sweet
37,Early Bird,Light,Cold,,Sweet
56,Night Owl,Moderate,Temperate,Mixed,Sour
41,Night Owl,Heavy,Tropical,Asian,Sweet
65,Irregular,Light,Temperate,,Sour
37,Night Owl,Light,Cold,Mediterranean,Sweet
18,Irregular,Heavy,Dry,Mediterranean,Sour
18,,Heavy,Tropical,Mediterranean,Sweet
,Irregular,Heavy,Cold,Mixed,Salty
18,Night Owl,Heavy,Dry,Asian,Sweet
69,Irregular,Heavy,Cold,Mediterranean,Salty
62,Irregular,Heavy,Tropical,Mixed,Sour
47,Early Bird,Light,Cold,Mediterranean,Sour
58,Irregular,Heavy,Temperate,Asian,Sour
64,Night Owl,Moderate,Tropical,Mixed,Sweet
20,Irregular,Heavy,Temperate,Asian,Sweet
63,Irregular,Moderate,Cold,Mixed,Salty
28,Irregular,Moderate,Tropical,Mediterranean,Sweet
41,Night Owl,Moderate,Temperate,Mediterranean,Sour
39,Irregular,Heavy,Temperate,Asian,Sour
61,Night Owl,Heavy,Temperate,Asian,Sweet
62,Irregular,Moderate,Dry,Mixed,Salty
43,Early Bird,Heavy,,,Sour
,Early Bird,Light,Temperate,Asian,Sweet
18,Early Bird,Light,Cold,Mediterranean,Sweet
41,Night Owl,Light,Cold,Mediterranean,Sweet
27,Night Owl,Light,Cold,Mediterranean,Sweet
52,Night Owl,,Cold,Mediterranean,Sour
41,Irregular,Moderate,Dry,Mediterranean,Salty
45,Night Owl,Heavy,Cold,Mediterranean,Sour
,Night Owl,Light,Cold,Mediterranean,Sweet
33,,Heavy,Cold,Mixed,Sour
57,Night Owl,Heavy,Temperate,Mediterranean,Sour
33,Early Bird,Light,Dry,Mediterranean,Sour
34,Irregular,Moderate,Cold,Mediterranean,Salty
68,Early Bird,Heavy,Temperate,Mediterranean,Salty
32,Irregular,Heavy,Tropical,Mediterranean,Sour
33,Irregular,Light,Dry,Asian,Sweet
32,Early Bird,Moderate,Cold,Asian,Sour
51,Night Owl,Light,Temperate,Mediterranean,Sweet
28,Early Bird,Light,Tropical,,Sweet
18,Irregular,Heavy,Tropical,Mediterranean,Sweet
32,Irregular,Moderate,Temperate,Mixed,Salty
43,,Light,Temperate,Mediterranean,Sweet
68,Early Bird,Heavy,Dry,Mixed,Salty
21,Irregular,Light,Temperate,Mixed,Sweet
60,Early Bird,Heavy,Cold,Mediterranean,Salty
22,Night Owl,Moderate,Tropical,Asian,Spicy
52,Night Owl,Light,Cold,Mediterranean,Sweet
30,Irregular,Moderate,Cold,Mediterranean,Sour
,Night Owl,Moderate,Cold,Asian,Sweet
28,Irregular,Heavy,Tropical,Asian,Sweet
35,Irregular,Light,Tropical,Mediterranean,Sweet
51,Night Owl,Light,Tropical,Mediterranean,Sweet
56,Night Owl,Heavy,Temperate,Mixed,Sour
58,Early Bird,Heavy,Cold,Asian,Sour
59,Early Bird,Moderate,Dry,Mixed,Salty
67,,Light,Temperate,Mixed,Sour
40,Early Bird,Light,Temperate,Mixed,Sour
,Irregular,Heavy,Dry,Mixed,Sour
56,Night Owl,Heavy,Cold,Asian,Sweet
20,Night Owl,Heavy,Dry,Asian,Sweet
29,Early Bird,Light,Tropical,Asian,Spicy
,,Light,Cold,Mediterranean,Sweet
66,Irregular,Moderate,Temperate,Mixed,Salty
43,Early Bird,Heavy,Tropical,Mediterranean,Sour
50,Irregular,Moderate,Tropical,Asian,Sweet
54,Irregular,Light,Temperate,,Sweet
65,Night Owl,Moderate,Dry,Mediterranean,Sour
32,Irregular,Moderate,Tropical,Mixed,Sour
19,Irregular,Moderate,Tropical,Asian,Sweet
58,Irregular,Heavy,,Mixed,Salty
24,Early Bird,Light,Cold,Mixed,Sweet
49,Early Bird,Heavy,Temperate,Asian,Sour
21,Early Bird,Moderate,Temperate,Mediterranean,Sour
37,Irregular,Heavy,,Mixed,Salty
67,Irregular,Light,Dry,Mediterranean,Sour
53,Early Bird,Light,Tropical,Mixed,Sweet
49,Early Bird,Moderate,Temperate,Mixed,Salty
45,Irregular,Moderate,Cold,Asian,Sour
30,Irregular,Heavy,Tropical,Mediterranean,Sweet
18,Night Owl,,Temperate,Mixed,Sweet
52,,Light,Tropical,Mediterranean,Sweet
65,Irregular,Heavy,Tropical,Mixed,Sour
47,Early Bird,Light,Tropical,Mediterranean,Sweet
53,Early Bird,Moderate,Temperate,Mediterranean,Salty
42,Early Bird,Moderate,Tropical,,Sweet
33,Night Owl,Heavy,Tropical,Mixed,Sweet
36,Irregular,,Tropical,Mixed,Sour
18,Irregular,Heavy,Cold,,Sour
22,Early Bird,Moderate,Temperate,Mixed,Sour
68,Irregular,,Dry,Asian,Sour
39,Night Owl,Light,Cold,Asian,Sweet
41,Early Bird,Heavy,Tropical,Mixed,Sour
,Night Owl,Light,Tropical,Mediterranean,Sweet
62,Night Owl,Moderate,Dry,Asian,Sweet
69,Irregular,,Dry,Mediterranean,Sour
54,,Light,Cold,Mediterranean,Sour
53,Night Owl,Light,Tropical,Mediterranean,Sweet
53,Irregular,Moderate,Dry,,Salty
21,Night Owl,Light,Cold,Asian,Spicy
53,,Light,Dry,Mixed,Sweet
69,Early Bird,Heavy,Tropical,Mediterranean,Sour
35,Night Owl,Heavy,Tropical,,Sweet
67,,Heavy,Tropical,Mediterranean,Sweet
,Irregular,,Tropical,Mixed,Sweet
58,Early Bird,Light,Temperate,,Sour
35,Irregular,Moderate,Temperate,Asian,Sour
39,Early Bird,Light,Temperate,Asian,Sweet
19,Irregular,Light,Cold,Mediterranean,Sweet
38,Night Owl,Moderate,Cold,,Sour
53,Early Bird,Light,Dry,Mediterranean,Sour
61,Early Bird,Moderate,Dry,Mixed,Salty
56,Early Bird,Moderate,Cold,Mediterranean,Salty
64,Early Bird,Heavy,Dry,Asian,Sour
56,Irregular,Light,Cold,Mediterranean,Sour
46,Irregular,Heavy,Temperate,Mediterranean,Salty
43,Early Bird,Light,Cold,Mixed,Sour
38,Early Bird,Heavy,Cold,Asian,Sour
34,Early Bird,Moderate,Dry,,Salty
33,Irregular,Moderate,Dry,Asian,Sour
48,Early Bird,Moderate,Cold,Mediterranean,Salty
68,Early Bird,Moderate,Tropical,Asian,Sweet
26,,Light,Dry,Mediterranean,Sweet
48,Irregular,Light,Cold,Mediterranean,Sour
31,Night Owl,Heavy,Dry,Mixed,Sour
66,Night Owl,Light,Tropical,Mixed,Sweet
54,Irregular,Light,Dry,Asian,Sweet
19,Night Owl,Heavy,Cold,Asian,Sweet
,Early Bird,Moderate,Cold,,Sour
65,Early Bird,Heavy,Tropical,Asian,Sweet
63,Irregular,Heavy,Cold,Mixed,Salty
31,Irregular,Moderate,Tropical,Asian,Sweet
50,Night Owl,Heavy,Cold,Mediterranean,Sour
52,Night Owl,Heavy,Cold,Mediterranean,Sour
56,Early Bird,Heavy,Dry,Mediterranean,Salty
64,Irregular,Light,Dry,Mixed,Sour
,Night Owl,Moderate,Tropical,Asian,Sweet
37,Night Owl,Moderate,Dry,Mediterranean,Sour
19,Early Bird,Heavy,Temperate,Mediterranean,Sour
68,,Light,Tropical,Mixed,Sweet
58,Early Bird,Moderate,Temperate,Mixed,Salty
36,Early Bird,Moderate,,Mixed,Sour
,Night Owl,Heavy,Temperate,Mediterranean,Sour
35,Irregular,Heavy,Dry,Mixed,Salty
33,Irregular,Heavy,Dry,Mediterranean,Salty
21,Early Bird,Moderate,,Asian,Sweet
,,Heavy,Temperate,Mediterranean,Sour
46,Night Owl,Heavy,Cold,Asian,Sweet
24,,Heavy,Tropical,Mediterranean,Sweet
31,Irregular,Light,Temperate,Asian,Sweet
29,Early Bird,Heavy,,Mediterranean,Sour
52,Irregular,Moderate,Tropical,Mediterranean,Sour
22,Early Bird,Heavy,Temperate,Mediterranean,Sour
34,Early Bird,Moderate,Cold,Mediterranean,Salty
,Irregular,Light,Temperate,Mixed,Sour
49,Night Owl,Light,Temperate,Mediterranean,Sweet
27,Night Owl,Heavy,,,Sweet
60,Early Bird,Moderate,Dry,Mixed,Salty
,Early Bird,Heavy,,Mixed,Salty
22,Irregular,Heavy,Cold,Mixed,Sour
62,Irregular,Moderate,Tropical,Mixed,Sour
59,Early Bird,Moderate,Cold,Mixed,Salty
26,Irregular,Moderate,Cold,Mixed,Sour
66,Night Owl,Moderate,Temperate,Mixed,Sour
50,Night Owl,Moderate,Dry,Mixed,Sour
53,Irregular,Light,Dry,Mixed,Sour
53,Irregular,Light,Dry,Mixed,Sour
35,Irregular,Light,Dry,Mixed,Sour
26,Night Owl,Moderate,Cold,Asian,Sweet
46,Early Bird,,Temperate,,Salty
67,Irregular,Moderate,Dry,Mediterranean,Salty
,Irregular,Heavy,Dry,Mixed,Salty
42,Irregular,Light,,Mixed,Sour
32,Early Bird,Light,Cold,Asian,Sweet
23,Irregular,,,Mixed,Sour
,Irregular,Heavy,Cold,Asian,Sour
46,Night Owl,Light,Dry,Mediterranean,Sweet
32,Irregular,Moderate,Dry,,Salty
46,Night Owl,Light,Dry,Mixed,Sweet
21,Early Bird,Moderate,Cold,Asian,Sweet
,Irregular,Light,Dry,Asian,Sweet
,Irregular,Light,Tropical,,Sweet
66,Night Owl,Heavy,Temperate,Mediterranean,Sour
61,Early Bird,Heavy,Tropical,Asian,Sweet
56,Early Bird,Moderate,Tropical,Asian,Sweet
33,Night Owl,Moderate,Dry,Mediterranean,Sour
28,Early Bird,Light,Temperate,Asian,Sweet
31,Early Bird,Heavy,Tropical,Mediterranean,Sour
20,Early Bird,Moderate,Cold,Asian,Sweet
68,Early Bird,Moderate,Cold,Mixed,Salty
67,Early Bird,Moderate,Cold,Mediterranean,Salty
59,Early Bird,Light,Cold,Asian,Sweet
55,Early Bird,Moderate,Temperate,Mediterranean,Salty
62,Early Bird,Moderate,Cold,Asian,Sour
59,Irregular,Heavy,Temperate,Mixed,Salty
,Night Owl,Heavy,Temperate,Mixed,Sour
37,Early Bird,Heavy,Temperate,Mixed,Salty
65,Night Owl,Light,Temperate,Mediterranean,Sweet
42,Early Bird,Heavy,Dry,Mixed,Salty
55,Early Bird,Heavy,Tropical,Mediterranean,Sour
30,Irregular,Heavy,Dry,Mixed,Sour
21,Night Owl,Heavy,Tropical,Mediterranean,Sweet
31,Night Owl,Moderate,Dry,Mixed,Sour
50,Irregular,Light,Cold,Asian,Sweet
,,Moderate,Temperate,Asian,Sour
69,Night Owl,Moderate,Cold,Mediterranean,Sour
54,Early Bird,Light,Cold,Mixed,Sour
25,Early Bird,Moderate,Cold,Mixed,Sour
61,Night Owl,Heavy,Dry,Asian,Sweet
51,Early Bird,Light,Cold,Mixed,Sour
,Irregular,Moderate,Temperate,Mixed,Salty
22,Irregular,Moderate,Temperate,Mediterranean,Sour
22,Irregular,Heavy,Tropical,Asian,Sweet
48,Night Owl,Moderate,Dry,Mixed,Sour
62,Night Owl,Moderate,Temperate,Mixed,Sour
26,,,Temperate,Mediterranean,Sweet
59,Early Bird,Light,Dry,Mediterranean,Sour
49,Night Owl,Light,Cold,Mediterranean,Sweet
50,Night Owl,Moderate,Temperate,Mediterranean,Sour
20,Irregular,Moderate,Cold,Mixed,Sour
47,Early Bird,Heavy,Temperate,Mixed,Salty
67,Early Bird,Light,Tropical,Mixed,Sweet
29,Irregular,Light,Cold,Mediterranean,Sweet
46,Early Bird,Light,Temperate,Mixed,Sour
20,Night Owl,,Dry,Asian,Sweet
43,Early Bird,Heavy,Dry,Asian,Sour
47,Irregular,Heavy,Dry,Mixed,Salty
26,Early Bird,Moderate,Temperate,Mediterranean,Sour
,Irregular,Moderate,Cold,Asian,Sour
19,Night Owl,Heavy,Tropical,Mixed,Sweet
20,,Heavy,Tropical,Asian,Spicy
,Irregular,,Temperate,Asian,Sweet
21,Night Owl,Moderate,Temperate,Asian,Sweet
42,,Light,,Asian,Sweet
,Early Bird,Heavy,Cold,Mixed,Salty
30,Night Owl,Light,Dry,Asian,Spicy
56,Irregular,Heavy,Cold,Mixed,Salty
